Desplazamiento: 4, Entropía: 3.9616338940984295, Texto descifrado: szobozwhwhedgtgsqjsbqwoheogorshqwtgogqgweidugoaohhspohosbshijrwogzotgsqjsbqwoqdbzofjsoeogsqsbzdhrwhiwbidhhwapdzdhsbjbzsbujoxsrsisgawbordnzjsudshijrwogzotgsqjsbqwoqdbzofjsoeogsqsbsbzdhqgweidugoaohnrsshioaobsgoshiopzsqsgjbogszoqwdbndpisbsgszismidezobdzowrsotjbroasbiozshfjsbdidrohzohzsigohoeogsqsbqdbzoawhaotgsqjsbqwosbzdhismidhhwbdfjsozujbohoeogsqsbaohoasbjrdfjsdigohqdbiobrdzohhwubdhrszismidqwtgordndgrsbobrdzdhrsaondgoasbdgtgsqjsbqwoedrsadhshiopzsqsgqdbxsijgohoqsgqorsfjszsigoqdggshedbrsoqorohwubdszobozwhwhhsqdaezsioqdbzopjhfjsrorseozopgohtgsqjsbishqdadogiwqjzdhnegsedhwqwdbshhworsaohqdbdqsadhdhdhesqvoadhrsozujboeozopgofjsrspooeogsqsgsbszasbhoxsasxdgfjsasxdgszgshidshqjshiwdbrswbijwqwdbhsujbjbshijrwdhdpgsismidhrszrwogwdszeowhrssbgwfjstdbiobwzzdzoajshigoidaororhdbzdhsxsaezogshrsrwqvdrwogwdejpzwqordhrjgobisjbohsaoboqwbqjsbionrdhawzhswhqwsbidhrwsqwbjskszsigohsbidiozzotgsqjsbqworszohzsigohsbqohiszzobdshoegdmwaoroasbiszofjshwujs
Desplazamiento: 12, Entropía: 3.9616338940984304, Texto descifrado: lrhthrozozwvymyljbltjohzwhyhklzjomyhyjyowavnyhshzzlihzhltlzabkohyrhmyljbltjohjvtrhxblhwhyljltrvzkozaotavzzosivrvzltbtrltnbhplklalysothkvfrblnvlzabkohyrhmyljbltjohjvtrhxblhwhyljltltrvzjyowavnyhshzfkllzahshtlyhlzahirljlybthylrhjovtfvialtlylraleavwrhtvrhoklhmbtkhsltahrlzxbltvavkhzrhzrlayhzhwhyljltjvtrhsozshmyljbltjohltrvzaleavzzotvxblhrnbthzhwhyljltshzhsltbkvxblvayhzjvtahtkvrhzzontvzklraleavjomyhkvfvyklthtkvrvzklshfvyhsltvymyljbltjohwvklsvzlzahirljlyjvtplabyhzhjlyjhklxblrlayhjvyylzwvtklhjhkhzontvlrhthrozozzljvswrlahjvtrhibzxblkhklwhrhiyhzmyljbltalzjvsvhyaojbrvzfwylwvzojovtlzzohklshzjvtvjlsvzvzvzwljñhsvzklhrnbthwhrhiyhxblklihhwhyljlyltlrsltzhplslpvyxblslpvylrylzavlzjblzaovtklotabojovtzlnbtbtlzabkovzviylaleavzklrkohyovlrwhozklltyoxblmvtahtorrvrhsblzayhavshkhkzvtrvzlplswrhylzklkojñvkohyovwbirojhkvzkbyhtalbthzlshthjotjbltahfkvzsorzlozjoltavzkoljotblclrlayhzltavahrrhmyljbltjohklrhzrlayhzltjhzalrrhtvlzhwyveoshkhsltalrhxblzonbl
Desplazamiento: 13, Entropía: 3.9616338940984304, Texto descifrado: kqgsgqñyñyvuxlxkiaksiñgyvgxgjkyiñlxgxixñvzumxgrgyykhgygkskyzajñgxqglxkiaksiñgiusqgwakgvgxkiksquyjñyzñszuyyñrhuquyksasqksmagokjkzkxrñsgjueqakmukyzajñgxqglxkiaksiñgiusqgwakgvgxkiksksquyixñvzumxgrgyejkkyzgrgskxgkyzghqkikxasgxkqgiñuseuhzkskxkqzkdzuvqgsuqgñjkglasjgrkszgqkywaksuzujgyqgyqkzxgygvgxkiksiusqgrñyrglxkiaksiñgksquyzkdzuyyñsuwakgqmasgygvgxkiksrgygrksajuwakuzxgyiuszgsjuqgyyñmsuyjkqzkdzuiñlxgjueuxjksgsjuquyjkrgeuxgrksuxlxkiaksiñgvujkruykyzghqkikxiusokzaxgygikxigjkwakqkzxgiuxxkyvusjkgigjgyñmsukqgsgqñyñyykiurvqkzgiusqghaywakjgjkvgqghxgylxkiakszkyiurugxzñiaquyevxkvuyñiñuskyyñgjkrgyiusuikruyuyuyvkingruyjkgqmasgvgqghxgwakjkhggvgxkikxkskqrksygokrkouxwakrkouxkqxkyzukyiakyzñusjkñszañiñusykmasaskyzajñuyuhxkzkdzuyjkqjñgxñukqvgñyjkksxñwakluszgsñqquqgrakyzxgzurgjgjyusquykokrvqgxkyjkjñinujñgxñuvahqñigjuyjaxgszkasgykrgsgiñsiakszgejuyrñqykñyiñkszuyjñkiñsakbkqkzxgykszuzgqqglxkiaksiñgjkqgyqkzxgyksigyzkqqgsukygvxudñrgjgrkszkqgwakyñmak
Desplazamiento: 14, Entropía: 3.9616338940984304, Texto descifrado: jpfrfpnxnxutwkwjhzjrhnfxufwfijxhnkwfwhwnuytlwfqfxxjgfxfjrjxyzinfwpfkwjhzjrhnfhtrpfvzjfufwjhjrptxinxynrytxxnqgtptxjrzrpjrlzfñjijyjwqnrfitdpzjltjxyzinfwpfkwjhzjrhnfhtrpfvzjfufwjhjrjrptxhwnuytlwfqfxdijjxyfqfrjwfjxyfgpjhjwzrfwjpfhntrdtgyjrjwjpyjcytupfrtpfnijfkzrifqjryfpjxvzjrtytifxpfxpjywfxfufwjhjrhtrpfqnxqfkwjhzjrhnfjrptxyjcytxxnrtvzjfplzrfxfufwjhjrqfxfqjrzitvzjtywfxhtryfritpfxxnlrtxijpyjcythnkwfitdtwijrfritptxijqfdtwfqjrtwkwjhzjrhnfutijqtxjxyfgpjhjwhtrñjyzwfxfhjwhfijvzjpjywfhtwwjxutrijfhfifxnlrtjpfrfpnxnxxjhtqupjyfhtrpfgzxvzjifijufpfgwfxkwjhzjryjxhtqtfwynhzptxduwjutxnhntrjxxnfijqfxhtrthjqtxtxtxujhmfqtxijfplzrfufpfgwfvzjijgffufwjhjwjrjpqjrxfñjqjñtwvzjqjñtwjpwjxytjxhzjxyntrijnryznhntrxjlzrzrjxyzintxtgwjyjcytxijpinfwntjpufnxijjrwnvzjktryfrnpptpfqzjxywfytqfifixtrptxjñjqupfwjxijinhmtinfwntuzgpnhfitxizwfryjzrfxjqfrfhnrhzjryfditxqnpxjnxhnjrytxinjhnrzjajpjywfxjrytyfppfkwjhzjrhnfijpfxpjywfxjrhfxyjppfrtjxfuwtcnqfifqjryjpfvzjxnlzj
Desplazamiento: 0, Entropía: 3.961633894098431, Texto descifrado: wdsfsdalalihkxkwunwfuaslisksvwluaxkskukaimhyksesllwtslswfwlmnvaskdsxkwunwfuasuhfdsjnwsiskwuwfdhlvalmafmhllaethdhlwfnfdwfynsbwvwmwkeafsvhqdnwyhwlmnvaskdsxkwunwfuasuhfdsjnwsiskwuwfwfdhlukaimhykseslqvwwlmsesfwkswlmstdwuwknfskwdsuahfqhtmwfwkwdmwpmhidsfhdsavwsxnfvsewfmsdwljnwfhmhvsldsldwmkslsiskwuwfuhfdsealesxkwunwfuaswfdhlmwpmhllafhjnwsdynfslsiskwuwfeslsewfnvhjnwhmksluhfmsfvhdsllayfhlvwdmwpmhuaxksvhqhkvwfsfvhdhlvwesqhksewfhkxkwunwfuasihvwehlwlmstdwuwkuhfbwmnkslsuwkusvwjnwdwmksuhkkwlihfvwsusvslayfhwdsfsdalallwuheidwmsuhfdstnljnwvsvwisdstkslxkwunwfmwluhehskmaundhlqikwihlauahfwllasvwesluhfhuwehlhlhliwuzsehlvwsdynfsisdstksjnwvwtssiskwuwkwfwdewflsbwewbhkjnwewbhkwdkwlmhwlunwlmahfvwafmnauahflwynfnfwlmnvahlhtkwmwpmhlvwdvaskahwdisalvwwfkajnwxhfmsfaddhdsenwlmksmhesvsvlhfdhlwbweidskwlvwvauzhvaskahintdausvhlvnksfmwnfslwesfsuafunwfmsqvhleadlwaluawfmhlvawuafnwñwdwmkslwfmhmsddsxkwunwfuasvwdsldwmkslwfuslmwddsfhwlsikhpaesvsewfmwdsjnwlaynw
Desplazamiento: 15, Entropía: 3.961633894098431, Texto descifrado: ioeqeomwmwtsvjvigyiqgmewtevehiwgmjvevgvmtxskvepewwifeweiqiwxyhmevoejvigyiqgmegsqoeuyietevigiqoswhmwxmqxswwmpfsoswiqyqoiqkyenihixivpmqehscoyiksiwxyhmevoejvigyiqgmegsqoeuyietevigiqiqoswgvmtxskvepewchiiwxepeqiveiwxefoigivyqevioegmsqcsfxiqivioxibxstoeqsoemhiejyqhepiqxeoiwuyiqsxshewoewoixvewetevigiqgsqoepmwpejvigyiqgmeiqoswxibxswwmqsuyieokyqewetevigiqpewepiqyhsuyisxvewgsqxeqhsoewwmkqswhioxibxsgmjvehscsvhiqeqhsoswhipecsvepiqsvjvigyiqgmetshipswiwxefoigivgsqnixyvewegivgehiuyioixvegsvviwtsqhiegehewmkqsioeqeomwmwwigsptoixegsqoefywuyihehiteoefvewjvigyiqxiwgspsevxmgyoswctvitswmgmsqiwwmehipewgsqsgipswswswtiglepswhieokyqeteoefveuyihifeetevigiviqiopiqwenipinsvuyipinsvioviwxsiwgyiwxmsqhimqxymgmsqwikyqyqiwxyhmswsfvixibxswhiohmevmsiotemwhiiqvmuyijsqxeqmoosoepyiwxvexspehehwsqoswiniptoeviwhihmglshmevmstyfomgehswhyveqxiyqewipeqegmqgyiqxechswpmowimwgmiqxswhmigmqyizioixvewiqxsxeooejvigyiqgmehioewoixvewiqgewxiooeqsiwetvsbmpehepiqxioeuyiwmkyi
Desplazamiento: 16, Entropía: 3.961633894098431, Texto descifrado: hñdpdñlvlvsruiuhfxhpfldvsdudghvfliudufulswrjudodvvhedvdhphvwxglduñdiuhfxhpfldfrpñdtxhdsduhfhpñrvglvwlpwrvvloerñrvhpxpñhpjxdmhghwhuolpdgrbñxhjrhvwxglduñdiuhfxhpfldfrpñdtxhdsduhfhphpñrvfulswrjudodvbghhvwdodphudhvwdeñhfhuxpduhñdflrpbrewhphuhñwhawrsñdprñdlghdixpgdohpwdñhvtxhprwrgdvñdvñhwudvdsduhfhpfrpñdolvodiuhfxhpfldhpñrvwhawrvvlprtxhdñjxpdvdsduhfhpodvdohpxgrtxhrwudvfrpwdpgrñdvvljprvghñwhawrfliudgrbrughpdpgrñrvghodbrudohpruiuhfxhpfldsrghorvhvwdeñhfhufrpmhwxudvdfhufdghtxhñhwudfruuhvsrpghdfdgdvljprhñdpdñlvlvvhfrosñhwdfrpñdexvtxhgdghsdñdeudviuhfxhpwhvfrorduwlfxñrvbsuhsrvlflrphvvldghodvfrprfhorvrvrvshfkdorvghdñjxpdsdñdeudtxhgheddsduhfhuhphñohpvdmhohmrutxhohmruhñuhvwrhvfxhvwlrpghlpwxlflrpvhjxpxphvwxglrvreuhwhawrvghñgldulrhñsdlvghhpultxhirpwdplññrñdoxhvwudwrodgdgvrpñrvhmhosñduhvghglfkrgldulrsxeñlfdgrvgxudpwhxpdvhodpdflpfxhpwdbgrvolñvhlvflhpwrvglhflpxhyhñhwudvhpwrwdññdiuhfxhpfldghñdvñhwudvhpfdvwhññdprhvdsuralodgdohpwhñdtxhvljxh
Desplazamiento: 17, Entropía: 3.961633894098431, Texto descifrado: gncocnkukurqthtgewgoekcurctcfguekhtctetkrvqitcñcuugdcucgoguvwfkctnchtgewgoekceqoncswgcrctgegonqufkuvkovquukñdqnqugowongoiwclgfgvgtñkocfqanwgiqguvwfkctnchtgewgoekceqoncswgcrctgegogonquetkrvqitcñcuafgguvcñcogtcguvcdngegtwoctgncekqoaqdvgogtgnvgzvqrncoqnckfgchwofcñgovcnguswgoqvqfcuncungvtcucrctgegoeqoncñkuñchtgewgoekcgonquvgzvquukoqswgcniwocucrctgegoñcucñgowfqswgqvtcueqovcofqncuukioqufgnvgzvqekhtcfqaqtfgocofqnqufgñcaqtcñgoqthtgewgoekcrqfgñquguvcdngegteqolgvwtcucegtecfgswgngvtceqttgurqofgcecfcukioqgncocnkukuugeqñrngvceqoncdwuswgfcfgrcncdtcuhtgewgovgueqñqctvkewnquartgrqukekqoguukcfgñcueqoqegñquququrgejcñqufgcniwocrcncdtcswgfgdccrctgegtgognñgouclgñglqtswgñglqtgntguvqguewguvkqofgkovwkekqougiwowoguvwfkquqdtgvgzvqufgnfkctkqgnrckufggotkswghqovcoknnqncñwguvtcvqñcfcfuqonquglgñrnctgufgfkejqfkctkqrwdnkecfqufwtcovgwocugñcocekoewgovcafquñknugkuekgovqufkgekowgxgngvtcugovqvcnnchtgewgoekcfgncungvtcugoecuvgnncoqgucrtqzkñcfcñgovgncswgukiwg
Desplazamiento: 18, Entropía: 3.961633894098431, Texto descifrado: fmbñbmjtjtqpsgsfdvfñdjbtqbsbeftdjgsbsdsjquphsbnbttfcbtbfñftuvejbsmbgsfdvfñdjbdpñmbrvfbqbsfdfñmptejtujñupttjncpmptfñvñmfñhvbkfefufsnjñbepzmvfhpftuvejbsmbgsfdvfñdjbdpñmbrvfbqbsfdfñfñmptdsjquphsbnbtzefftubnbñfsbftubcmfdfsvñbsfmbdjpñzpcufñfsfmufyupqmbñpmbjefbgvñebnfñubmftrvfñpupebtmbtmfusbtbqbsfdfñdpñmbnjtnbgsfdvfñdjbfñmptufyupttjñprvfbmhvñbtbqbsfdfñnbtbnfñveprvfpusbtdpñubñepmbttjhñptefmufyupdjgsbepzpsefñbñepmptefnbzpsbnfñpsgsfdvfñdjbqpefnptftubcmfdfsdpñkfuvsbtbdfsdbefrvfmfusbdpssftqpñefbdbebtjhñpfmbñbmjtjttfdpnqmfubdpñmbcvtrvfebefqbmbcsbtgsfdvfñuftdpnpbsujdvmptzqsfqptjdjpñfttjbefnbtdpñpdfnptptptqfdibnptefbmhvñbqbmbcsbrvfefcbbqbsfdfsfñfmnfñtbkfnfkpsrvfnfkpsfmsftupftdvftujpñefjñuvjdjpñtfhvñvñftuvejptpcsfufyuptefmejbsjpfmqbjteffñsjrvfgpñubñjmmpmbnvftusbupnbebetpñmptfkfnqmbsftefejdipejbsjpqvcmjdbeptevsbñufvñbtfnbñbdjñdvfñubzeptnjmtfjtdjfñuptejfdjñvfwfmfusbtfñupubmmbgsfdvfñdjbefmbtmfusbtfñdbtufmmbñpftbqspyjnbebnfñufmbrvftjhvf
Desplazamiento: 19, Entropía: 3.961633894098431, Texto descifrado: elanalisisporfrecuenciasparadescifrarcriptogramassebasaenestudiarlafrecuenciaconlaqueaparecenlosdistintossimbolosenunlenguajedeterminadoyluegoestudiarlafrecuenciaconlaqueaparecenenloscriptogramasydeestamaneraestablecerunarelacionyobtenereltextoplanolaideafundamentalesquenotodaslasletrasaparecenconlamismafrecuenciaenlostextossinoquealgunasaparecenmasamenudoqueotrascontandolassignosdeltextocifradoyordenandolosdemayoramenorfrecuenciapodemosestablecerconjeturasacercadequeletracorrespondeacadasignoelanalisissecompletaconlabusquedadepalabrasfrecuentescomoarticulosypreposicionessiademasconocemososospechamosdealgunapalabraquedebaaparecerenelmensajemejorquemejorelrestoescuestiondeintuicionsegununestudiosobretextosdeldiarioelpaisdeenriquefontanillolamuestratomadadsonlosejemplaresdedichodiariopublicadosduranteunasemanacincuentaydosmilseiscientosdiecinueveletrasentotallafrecuenciadelasletrasencastellanoesaproximadamentelaquesigue
Desplazamiento: 21, Entropía: 3.961633894098431, Texto descifrado: cjylyjgqgqñnpdpcasclagyqñypybcqagdpypapgñrnepykyqqczyqyclcqrsbgypjydpcasclagyanljyoscyñypcacljnqbgqrglrnqqgkznjnqclsljclesyhcbcrcpkglybnwjscencqrsbgypjydpcasclagyanljyoscyñypcaclcljnqapgñrnepykyqwbccqrykylcpycqryzjcacpslypcjyagnlwnzrclcpcjrcvrnñjylnjygbcydslbykclryjcqosclnrnbyqjyqjcrpyqyñypcaclanljykgqkydpcasclagycljnqrcvrnqqglnoscyjeslyqyñypcaclkyqykclsbnoscnrpyqanlrylbnjyqqgelnqbcjrcvrnagdpybnwnpbclylbnjnqbckywnpykclnpdpcasclagyñnbcknqcqryzjcacpanlhcrspyqyacpaybcoscjcrpyanppcqñnlbcyaybyqgelncjylyjgqgqqcankñjcryanljyzsqoscbybcñyjyzpyqdpcasclrcqanknyprgasjnqwñpcñnqgagnlcqqgybckyqanlnacknqnqnqñcafyknqbcyjeslyñyjyzpyoscbczyyñypcacpclcjkclqyhckchnposckchnpcjpcqrncqascqrgnlbcglrsgagnlqceslslcqrsbgnqnzpcrcvrnqbcjbgypgncjñygqbcclpgoscdnlrylgjjnjykscqrpyrnkybybqnljnqchckñjypcqbcbgafnbgypgnñszjgaybnqbspylrcslyqckylyaglasclrywbnqkgjqcgqagclrnqbgcaglsctcjcrpyqclrnryjjydpcasclagybcjyqjcrpyqclayqrcjjylncqyñpnvgkybykclrcjyoscqgesc
Desplazamiento: 24, Entropía: 3.961633894098431, Texto descifrado: zgvivgdñdñlknanzxpzixdvñlvnvyzñxdanvnxndlokbnvhvññzwvñvzizñopydvngvanzxpzixdvxkigvmpzvlvnzxzigkñydñodiokññdhwkgkñzipigzibpvezyzoznhdivyktgpzbkzñopydvngvanzxpzixdvxkigvmpzvlvnzxzizigkñxndlokbnvhvñtyzzñovhviznvzñovwgzxznpivnzgvxdkitkwoziznzgozsoklgvikgvdyzvapiyvhziovgzñmpzikokyvñgvñgzonvñvlvnzxzixkigvhdñhvanzxpzixdvzigkñozsokññdikmpzvgbpivñvlvnzxzihvñvhzipykmpzkonvñxkioviykgvññdbikñyzgozsokxdanvyktknyziviykgkñyzhvtknvhziknanzxpzixdvlkyzhkñzñovwgzxznxkiezopnvñvxznxvyzmpzgzonvxknnzñlkiyzvxvyvñdbikzgvivgdñdññzxkhlgzovxkigvwpñmpzyvyzlvgvwnvñanzxpziozñxkhkvnodxpgkñtlnzlkñdxdkizññdvyzhvñxkikxzhkñkñkñlzxcvhkñyzvgbpivlvgvwnvmpzyzwvvlvnzxznzizghziñvezhzeknmpzhzeknzgnzñokzñxpzñodkiyzdiopdxdkiñzbpipizñopydkñkwnzozsokñyzgydvndkzglvdñyzzindmpzakiovidggkgvhpzñonvokhvyvyñkigkñzezhlgvnzñyzydxckydvndklpwgdxvykñypnviozpivñzhvivxdixpziovtykñhdgñzdñxdziokñydzxdipzqzgzonvñziokovggvanzxpzixdvyzgvñgzonvñzixvñozggvikzñvlnksdhvyvhziozgvmpzñdbpz
Desplazamiento: 25, Entropía: 3.961633894098431, Texto descifrado: yfuhufcncnkjmzmywoyhwcunkumuxynwczmumwmckñjamugunnyvunuyhynñoxcumfuzmywoyhwcuwjhfuloyukumywyhfjnxcnñchñjnncgvjfjnyhohfyhaoudyxyñymgchuxjsfoyajynñoxcumfuzmywoyhwcuwjhfuloyukumywyhyhfjnwmckñjamugunsxyynñuguhymuynñuvfywymohumyfuwcjhsjvñyhymyfñyrñjkfuhjfucxyuzohxugyhñufynloyhjñjxunfunfyñmunukumywyhwjhfugcnguzmywoyhwcuyhfjnñyrñjnnchjloyufaohunukumywyhgunugyhoxjloyjñmunwjhñuhxjfunncahjnxyfñyrñjwczmuxjsjmxyhuhxjfjnxygusjmugyhjmzmywoyhwcukjxygjnynñuvfywymwjhdyñomunuwymwuxyloyfyñmuwjmmynkjhxyuwuxuncahjyfuhufcncnnywjgkfyñuwjhfuvonloyxuxykufuvmunzmywoyhñynwjgjumñcwofjnskmykjncwcjhynncuxygunwjhjwygjnjnjnkywbugjnxyufaohukufuvmuloyxyvuukumywymyhyfgyhnudygydjmloygydjmyfmynñjynwoynñcjhxychñocwcjhnyaohohynñoxcjnjvmyñyrñjnxyfxcumcjyfkucnxyyhmcloyzjhñuhcffjfugoynñmuñjguxuxnjhfjnydygkfumynxyxcwbjxcumcjkovfcwuxjnxomuhñyohunyguhuwchwoyhñusxjngcfnycnwcyhñjnxcywchoypyfyñmunyhñjñuffuzmywoyhwcuxyfunfyñmunyhwunñyffuhjynukmjrcguxugyhñyfuloyncaoy
Desplazamiento: 26, Entropía: 3.961633894098431, Texto descifrado: xetgtebmbmjilylxvñxgvbtmjtltwxmvbyltlvlbjnizltftmmxutmtxgxmnñwbtletylxvñxgvbtvigetkñxtjtlxvxgeimwbmnbgnimmbfuieimxgñgexgzñtcxwxnxlfbgtwireñxzixmnñwbtletylxvñxgvbtvigetkñxtjtlxvxgxgeimvlbjnizltftmrwxxmntftgxltxmntuexvxlñgtlxetvbigriunxgxlxenxqnijetgietbwxtyñgwtfxgntexmkñxginiwtmetmexnltmtjtlxvxgvigetfbmftylxvñxgvbtxgeimnxqnimmbgikñxtezñgtmtjtlxvxgftmtfxgñwikñxinltmvigntgwietmmbzgimwxenxqnivbyltwirilwxgtgwieimwxftriltfxgilylxvñxgvbtjiwxfimxmntuexvxlvigcxnñltmtvxlvtwxkñxexnltvillxmjigwxtvtwtmbzgixetgtebmbmmxvifjexntvigetuñmkñxwtwxjtetultmylxvñxgnxmvifitlnbvñeimrjlxjimbvbigxmmbtwxftmvigivxfimimimjxvatfimwxtezñgtjtetultkñxwxuttjtlxvxlxgxefxgmtcxfxcilkñxfxcilxelxmnixmvñxmnbigwxbgnñbvbigmxzñgñgxmnñwbimiulxnxqnimwxewbtlbixejtbmwxxglbkñxyigntgbeeietfñxmnltniftwtwmigeimxcxfjetlxmwxwbvaiwbtlbijñuebvtwimwñltgnxñgtmxftgtvbgvñxgntrwimfbemxbmvbxgnimwbxvbgñxoxexnltmxgninteetylxvñxgvbtwxetmexnltmxgvtmnxeetgixmtjliqbftwtfxgnxetkñxmbzñx
Desplazamiento: 20, Entropía: 3.9616338940984313, Texto descifrado: dkzmzkhrhroñqeqdbtdmbhzrozqzcdrbheqzqbqhosñfqzlzrrdazrzdmdrstchzqkzeqdbtdmbhzbñmkzptdzozqdbdmkñrchrshmsñrrhlañkñrdmtmkdmftzidcdsdqlhmzcñxktdfñdrstchzqkzeqdbtdmbhzbñmkzptdzozqdbdmdmkñrbqhosñfqzlzrxcddrszlzmdqzdrszakdbdqtmzqdkzbhñmxñasdmdqdksdwsñokzmñkzhcdzetmczldmszkdrptdmñsñczrkzrkdsqzrzozqdbdmbñmkzlhrlzeqdbtdmbhzdmkñrsdwsñrrhmñptdzkftmzrzozqdbdmlzrzldmtcñptdñsqzrbñmszmcñkzrrhfmñrcdksdwsñbheqzcñxñqcdmzmcñkñrcdlzxñqzldmñqeqdbtdmbhzoñcdlñrdrszakdbdqbñmidstqzrzbdqbzcdptdkdsqzbñqqdroñmcdzbzczrhfmñdkzmzkhrhrrdbñlokdszbñmkzatrptdczcdozkzaqzreqdbtdmsdrbñlñzqshbtkñrxoqdoñrhbhñmdrrhzcdlzrbñmñbdlñrñrñrodbgzlñrcdzkftmzozkzaqzptdcdazzozqdbdqdmdkldmrzidldiñqptdldiñqdkqdrsñdrbtdrshñmcdhmsthbhñmrdftmtmdrstchñrñaqdsdwsñrcdkchzqhñdkozhrcddmqhptdeñmszmhkkñkzltdrsqzsñlzczcrñmkñrdidlokzqdrcdchbgñchzqhñotakhbzcñrctqzmsdtmzrdlzmzbhmbtdmszxcñrlhkrdhrbhdmsñrchdbhmtdudkdsqzrdmsñszkkzeqdbtdmbhzcdkzrkdsqzrdmbzrsdkkzmñdrzoqñwhlzczldmsdkzptdrhftd
Desplazamiento: 22, Entropía: 3.9616338940984313, Texto descifrado: bixkxifpfpnmocobzrbkzfxpnxoxabpzfcoxozofnqmdoxjxppbyxpxbkbpqrafxoixcobzrbkzfxzmkixñrbxnxobzbkimpafpqfkqmppfjymimpbkrkibkdrxgbabqbojfkxamvirbdmbpqrafxoixcobzrbkzfxzmkixñrbxnxobzbkbkimpzofnqmdoxjxpvabbpqxjxkboxbpqxyibzborkxobixzfmkvmyqbkbobiqbuqmnixkmixfabxcrkaxjbkqxibpñrbkmqmaxpixpibqoxpxnxobzbkzmkixjfpjxcobzrbkzfxbkimpqbuqmppfkmñrbxidrkxpxnxobzbkjxpxjbkramñrbmqoxpzmkqxkamixppfdkmpabiqbuqmzfcoxamvmoabkxkamimpabjxvmoxjbkmocobzrbkzfxnmabjmpbpqxyibzbozmkgbqroxpxzbozxabñrbibqoxzmoobpnmkabxzxaxpfdkmbixkxifpfppbzmjnibqxzmkixyrpñrbaxabnxixyoxpcobzrbkqbpzmjmxoqfzrimpvnobnmpfzfmkbppfxabjxpzmkmzbjmpmpmpnbzexjmpabxidrkxnxixyoxñrbabyxxnxobzbobkbijbkpxgbjbgmoñrbjbgmobiobpqmbpzrbpqfmkabfkqrfzfmkpbdrkrkbpqrafmpmyobqbuqmpabiafxofmbinxfpabbkofñrbcmkqxkfiimixjrbpqoxqmjxaxapmkimpbgbjnixobpabafzemafxofmnryifzxamparoxkqbrkxpbjxkxzfkzrbkqxvampjfipbfpzfbkqmpafbzfkrbsbibqoxpbkqmqxiixcobzrbkzfxabixpibqoxpbkzxpqbiixkmbpxnomufjxaxjbkqbixñrbpfdrb
Desplazamiento: 23, Entropía: 3.9616338940984313, Texto descifrado: ahwjwheoeomlñbñayqajyewomwñwzaoyebñwñyñemplcñwiwooaxwowajaopqzewñhwbñayqajyewyljhwnqawmwñayajhlozeopejplooeixlhloajqjhajcqwfazapañiejwzluhqaclaopqzewñhwbñayqajyewyljhwnqawmwñayajajhloyñemplcñwiwouzaaopwiwjañwaopwxhayañqjwñahwyeljulxpajañahpatplmhwjlhwezawbqjzwiajpwhaonqajlplzwohwohapñwowmwñayajyljhwieoiwbñayqajyewajhlopatplooejlnqawhcqjwowmwñayajiwowiajqzlnqalpñwoyljpwjzlhwooecjlozahpatplyebñwzlulñzajwjzlhlozaiwulñwiajlñbñayqajyewmlzailoaopwxhayañyljfapqñwowyañywzanqahapñwylññaomljzawywzwoecjlahwjwheoeooaylimhapwyljhwxqonqazwzamwhwxñwobñayqajpaoylilwñpeyqhloumñamloeyeljaooewzaiwoyljlyailololomaydwilozawhcqjwmwhwxñwnqazaxwwmwñayañajahiajowfaiaflñnqaiaflñahñaoplaoyqaopeljzaejpqeyeljoacqjqjaopqzelolxñapatplozahzewñelahmweozaajñenqabljpwjehhlhwiqaopñwpliwzwzoljhloafaimhwñaozazeydlzewñelmqxheywzlozqñwjpaqjwoaiwjwyejyqajpwuzloiehoaeoyeajplozeayejqarahapñwoajplpwhhwbñayqajyewzahwohapñwoajywopahhwjlaowmñlteiwzwiajpahwnqaoecqa
